nodo_id,h3,instalaciones_250m,instalaciones_500m,instalaciones_1000m,intercambiadores_250m,intercambiadores_500m,intercambiadores_1000m,modos_250m,cantidad_modos_250m,ferrocarril_250m,subte_250m,autobus_250m,fluvial_250m,tranvia_250m,modos_500m,cantidad_modos_500m,ferrocarril_500m,subte_500m,autobus_500m,fluvial_500m,tranvia_500m,modos_1000m,cantidad_modos_1000m,ferrocarril_1000m,subte_1000m,autobus_1000m,fluvial_1000m,tranvia_1000m,densidad_instalaciones_250m,densidad_instalaciones_500m,densidad_instalaciones_1000m,instalaciones_500m_normalizadas,densidad_instalaciones_500m_normalizada,intercambiadores_500m_normalizados,diversidad_modal_500m_normalizada,modo_ferroviario_estructurante,modo_subterraneo_estructurante,modo_fluvial_estructurante,conectividad_modal_500m,soporte_fisico_preliminar,categoria_soporte_fisico,ranking_soporte_fisico,tipo_intermodalidad,score_intermodalidad,score_demanda,score_densidad,score_conectividad,score_alcance,score_integracion,ranking_centralidad,ranking_operaciones_validacion,ranking_centralidad_validacion,diferencia_ranking_abs,score_intermodalidad_500m,categoria_intermodalidad_500m,ranking_intermodalidad
91,2,47,65,126,4,4,11,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,239.3690344102106,82.76057040778558,40.10704565915763,0.016787190082644628,0.5207349657811249,0.2923416876766772,0.4,1,0,0,0.3677025063030031,35.79,SOPORTE_FISICO_BAJO,32,MONOMODAL,50.0,52.083333333333336,37.5,95.83333333333334,46.18055555555556,50.34722222222222,47,70,47,23,70.0,INTERMODALIDAD_MEDIA,16
27,1,41,56,87,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,208.8112853365667,71.30141450516912,27.69296009798979,0.014462809917355372,0.503433589674143,0.19955424691458712,0.4,1,0,0,0.3398662740743761,32.83,SOPORTE_FISICO_BAJO,49,MONOMODAL,50.0,72.91666666666666,90.27777777777779,23.26388888888889,46.18055555555556,50.34722222222222,48,40,48,8,70.0,INTERMODALIDAD_MEDIA,16
57,1,22,35,59,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,112.04507993669432,44.563384065730695,18.78028328484365,0.009039256198347107,0.44913236307384297,0.12590471182995822,0.4,1,0,0,0.3177714135489874,29.0,SOPORTE_FISICO_BAJO,74,MONOMODAL,50.0,50.69444444444444,70.13888888888889,69.44444444444444,46.18055555555556,50.34722222222222,49,72,49,23,70.0,INTERMODALIDAD_MEDIA,16
58,2,22,32,54,0,1,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,112.04507993669432,40.74366543152521,17.188733853924695,0.008264462809917356,0.43883556491653486,0.12590471182995822,0.4,1,0,0,0.3177714135489874,28.63,SOPORTE_FISICO_BAJO,75,INTERMODAL,100.0,65.27777777777779,52.083333333333336,23.26388888888889,46.18055555555556,50.34722222222222,50,51,50,1,70.0,INTERMODALIDAD_MEDIA,16
28,1,21,21,23,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,106.95212175775367,26.73803043943842,7.321127382227186,0.005423553719008265,0.39076674425743785,0.0,0.2,0,0,0,0.13999999999999999,18.76,SOPORTE_FISICO_MUY_BAJO,118,MONOMODAL,50.0,72.22222222222221,88.19444444444444,23.26388888888889,46.18055555555556,50.34722222222222,51,41,51,10,40.0,INTERMODALIDAD_BAJA,115
76,3,65,90,160,4,4,9,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|FLUVIAL|TRANVIA,4,1,0,1,1,1,AUTOBUS|FERROCARRIL|FLUVIAL|TRANVIA,4,1,0,1,1,1,331.0422816311423,114.59155902616465,50.92958178940651,0.02324380165289256,0.5586144708196605,0.2923416876766772,0.8,1,0,1,0.6477025063030031,47.21,SOPORTE_FISICO_MEDIO,3,MONOMODAL,50.0,68.05555555555556,34.72222222222222,69.44444444444444,46.18055555555556,50.34722222222222,52,47,52,5,100.0,INTERMODALIDAD_MUY_ALTA,1
74,2,53,77,170,4,6,9,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,269.9267834838545,98.03944494460752,54.11268065124442,0.019886363636363636,0.5404397805333023,0.3534592124660774,0.4,1,0,0,0.3860377637398232,38.05,SOPORTE_FISICO_BAJO,21,MONOMODAL,50.0,58.333333333333336,48.61111111111111,69.44444444444444,46.18055555555556,50.34722222222222,53,61,53,8,70.0,INTERMODALIDAD_MEDIA,16
29,1,3,3,3,1,1,1,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,15.278874536821952,3.819718634205488,0.954929658551372,0.0007747933884297521,0.18495368961100384,0.12590471182995822,0.4,1,0,0,0.3177714135489874,19.63,SOPORTE_FISICO_MUY_BAJO,113,MONOMODAL,50.0,70.13888888888889,85.41666666666666,23.26388888888889,46.18055555555556,50.34722222222222,54,44,54,10,63.0,INTERMODALIDAD_MEDIA,108
61,2,53,84,170,7,9,14,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,269.9267834838545,106.95212175775367,54.11268065124442,0.02169421487603306,0.5505734545902551,0.41824639950663545,0.6,1,0,1,0.5454739198519907,45.05,SOPORTE_FISICO_MEDIO,7,MONOMODAL,50.0,68.75,54.166666666666664,23.26388888888889,95.48611111111111,50.34722222222222,55,46,55,9,85.0,INTERMODALIDAD_MUY_ALTA,3
64,1,7,11,19,0,1,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,14.00563499208679,6.047887837492023,0.002840909090909091,0.3185149047398846,0.12590471182995822,0.4,1,0,0,0.3177714135489874,24.34,SOPORTE_FISICO_BAJO,98,MONOMODAL,50.0,47.22222222222222,63.19444444444444,69.44444444444444,46.18055555555556,50.34722222222222,56,77,56,21,70.0,INTERMODALIDAD_MEDIA,16
33,1,16,16,17,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,81.48733086305042,20.371832715762604,5.411268065124442,0.004132231404958678,0.360104439427627,0.12590471182995822,0.4,1,0,0,0.3177714135489874,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,67.36111111111111,84.02777777777779,23.26388888888889,46.18055555555556,50.34722222222222,57,48,57,9,70.0,INTERMODALIDAD_MEDIA,16
71,2,19,28,74,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,96.76620539987236,35.65070725258456,23.55493157760051,0.007231404958677686,0.42353384867647964,0.19955424691458712,0.4,1,0,0,0.3398662740743761,29.92,SOPORTE_FISICO_BAJO,67,MONOMODAL,50.0,55.55555555555556,45.83333333333333,69.44444444444444,46.18055555555556,50.34722222222222,58,65,58,7,70.0,INTERMODALIDAD_MEDIA,16
35,1,7,10,21,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,12.732395447351628,6.684507609859605,0.0025826446280991736,0.30808740138835516,0.19955424691458712,0.4,1,0,0,0.3398662740743761,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,65.97222222222221,82.63888888888889,23.26388888888889,46.18055555555556,50.34722222222222,59,50,59,9,70.0,INTERMODALIDAD_MEDIA,16
68,1,23,27,42,0,0,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,117.13803811563497,34.37746770784939,13.36901521971921,0.006973140495867769,0.41937574069677763,0.0,0.2,0,0,0,0.13999999999999999,19.78,SOPORTE_FISICO_MUY_BAJO,112,MONOMODAL,50.0,45.13888888888889,60.416666666666664,69.44444444444444,46.18055555555556,50.34722222222222,60,80,60,20,40.0,INTERMODALIDAD_BAJA,115
69,1,13,19,37,1,1,1,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,66.20845632622846,24.19155134996809,11.777465788800255,0.00490702479338843,0.3794422222409767,0.12590471182995822,0.6,1,0,1,0.4577714135489874,31.5,SOPORTE_FISICO_BAJO,59,MONOMODAL,50.0,44.44444444444444,59.72222222222222,69.44444444444444,46.18055555555556,50.34722222222222,61,81,61,20,85.0,INTERMODALIDAD_MUY_ALTA,3
36,1,35,44,82,1,2,4,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,178.25353626292278,56.02253996834716,26.101410667070837,0.011363636363636364,0.4755153414270987,0.19955424691458712,0.4,1,0,0,0.3398662740743761,31.8,SOPORTE_FISICO_BAJO,54,MONOMODAL,50.0,63.888888888888886,81.25,23.26388888888889,46.18055555555556,50.34722222222222,62,53,62,9,70.0,INTERMODALIDAD_MEDIA,16
81,2,17,17,32,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,86.58028904199107,21.645072260497766,10.185916357881302,0.004390495867768595,0.36690985424200945,0.0,0.2,0,0,0,0.13999999999999999,17.91,SOPORTE_FISICO_MUY_BAJO,122,MONOMODAL,50.0,52.77777777777778,41.66666666666667,69.44444444444444,46.18055555555556,50.34722222222222,63,69,63,6,40.0,INTERMODALIDAD_BAJA,115
37,1,35,49,77,3,4,8,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,178.25353626292278,62.38873769202297,24.50986123615188,0.01265495867768595,0.48796223344540923,0.2923416876766772,0.4,1,0,0,0.3677025063030031,34.58,SOPORTE_FISICO_BAJO,39,MONOMODAL,50.0,63.19444444444444,80.55555555555556,23.26388888888889,46.18055555555556,50.34722222222222,64,54,64,10,70.0,INTERMODALIDAD_MEDIA,16
73,1,38,62,138,5,7,15,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,193.53241079974472,78.94085177358009,43.926764293363114,0.016012396694214875,0.515245873014789,0.3777141354898746,0.4,1,0,0,0.39331424064696235,37.72,SOPORTE_FISICO_BAJO,22,MONOMODAL,50.0,43.75,57.638888888888886,69.44444444444444,46.18055555555556,50.34722222222222,65,82,65,17,70.0,INTERMODALIDAD_MEDIA,16
38,1,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,SOPORTE_FISICO_MUY_BAJO,143,MONOMODAL,50.0,62.5,79.86111111111111,23.26388888888889,46.18055555555556,50.34722222222222,66,55,66,11,0.0,SIN_INFRAESTRUCTURA_500M,143
40,1,18,33,76,1,3,4,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,91.67324722093171,42.01690497626037,24.19155134996809,0.008522727272727272,0.44236895617989846,0.25180942365991643,0.4,1,0,0,0.3555428270979749,31.91,SOPORTE_FISICO_BAJO,53,MONOMODAL,50.0,61.111111111111114,79.16666666666666,23.26388888888889,46.18055555555556,50.34722222222222,67,57,67,10,70.0,INTERMODALIDAD_MEDIA,16
43,1,0,2,11,0,0,0,,0,0,0,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,0.0,2.5464790894703255,3.5014087480216975,0.0005165289256198347,0.14887822809865903,0.0,0.2,0,0,0,0.13999999999999999,10.22,SOPORTE_FISICO_MUY_BAJO,142,MONOMODAL,50.0,59.72222222222222,78.47222222222221,23.26388888888889,46.18055555555556,50.34722222222222,68,59,68,9,32.0,INTERMODALIDAD_BAJA,142
70,2,57,86,172,0,2,10,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,290.29861619961713,109.498600847224,54.749300423612,0.02221074380165289,0.5533153388285809,0.19955424691458712,0.4,1,0,0,0.3398662740743761,34.69,SOPORTE_FISICO_BAJO,38,MONOMODAL,50.0,57.638888888888886,47.22222222222222,23.26388888888889,95.48611111111111,50.34722222222222,69,62,69,7,70.0,INTERMODALIDAD_MEDIA,16
119,2,12,19,41,3,5,6,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,61.11549814728781,24.19155134996809,13.050705333535419,0.00490702479338843,0.3794422222409767,0.3254589587445453,0.6,1,0,0,0.5176376876233636,36.49,SOPORTE_FISICO_BAJO,30,MONOMODAL,50.0,41.66666666666667,16.666666666666664,69.44444444444444,95.48611111111111,50.34722222222222,70,85,70,15,85.0,INTERMODALIDAD_MUY_ALTA,3
45,1,16,20,37,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,81.48733086305042,25.464790894703256,11.777465788800255,0.005165289256198347,0.3852407435141075,0.12590471182995822,0.4,1,0,0,0.3177714135489874,26.71,SOPORTE_FISICO_BAJO,84,MONOMODAL,50.0,59.02777777777778,75.69444444444444,23.26388888888889,46.18055555555556,50.34722222222222,71,60,71,11,70.0,INTERMODALIDAD_MEDIA,16
48,1,8,9,20,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,40.74366543152521,11.459155902616464,6.366197723675814,0.0023243801652892563,0.29664455240180393,0.0,0.2,0,0,0,0.13999999999999999,15.42,SOPORTE_FISICO_MUY_BAJO,129,MONOMODAL,50.0,56.94444444444444,75.0,23.26388888888889,46.18055555555556,50.34722222222222,72,63,72,9,39.0,INTERMODALIDAD_BAJA,129
51,1,3,3,16,1,1,1,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,15.278874536821952,3.819718634205488,5.092958178940651,0.0007747933884297521,0.18495368961100384,0.12590471182995822,0.4,1,0,0,0.3177714135489874,19.63,SOPORTE_FISICO_MUY_BAJO,113,MONOMODAL,50.0,56.25,74.30555555555556,23.26388888888889,46.18055555555556,50.34722222222222,73,64,73,9,63.0,INTERMODALIDAD_MEDIA,108
129,2,57,92,188,5,8,18,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|SUBTE,3,1,1,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL|SUBTE,4,1,1,1,1,0,290.29861619961713,117.13803811563497,59.84225860255265,0.023760330578512397,0.5611771037469505,0.39910849382917424,0.6,1,1,0,0.5397325481487523,44.98,SOPORTE_FISICO_MEDIO,8,MONOMODAL,50.0,40.27777777777778,11.11111111111111,69.44444444444444,95.48611111111111,50.34722222222222,74,87,74,13,85.0,INTERMODALIDAD_MUY_ALTA,3
52,1,44,79,174,3,4,11,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,224.09015987338864,100.58592403407786,55.38592019597958,0.020402892561983473,0.5434253034113294,0.2923416876766772,0.4,1,0,0,0.3677025063030031,36.63,SOPORTE_FISICO_BAJO,27,MONOMODAL,50.0,54.861111111111114,73.61111111111111,23.26388888888889,46.18055555555556,50.34722222222222,75,66,75,9,70.0,INTERMODALIDAD_MEDIA,16
80,4,49,64,116,4,5,8,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,249.55495076809189,81.48733086305042,36.92394679731972,0.01652892561983471,0.518933586130455,0.3254589587445453,0.4,1,0,0,0.3776376876233636,36.55,SOPORTE_FISICO_BAJO,29,MONOMODAL,50.0,77.08333333333334,28.47222222222222,23.26388888888889,46.18055555555556,50.34722222222222,76,34,76,42,70.0,INTERMODALIDAD_MEDIA,16
53,1,37,68,138,1,3,10,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,188.43945262080408,86.58028904199107,43.926764293363114,0.01756198347107438,0.5259792377617493,0.25180942365991643,0.4,1,0,0,0.3555428270979749,34.97,SOPORTE_FISICO_BAJO,36,MONOMODAL,50.0,53.47222222222222,72.22222222222221,23.26388888888889,46.18055555555556,50.34722222222222,77,68,77,9,70.0,INTERMODALIDAD_MEDIA,16
136,2,71,131,264,3,4,13,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,361.6000307047862,166.79438036030632,84.03380995252074,0.03383264462809917,0.6024417664347088,0.2923416876766772,0.4,1,0,0,0.3677025063030031,38.9,SOPORTE_FISICO_BAJO,18,MONOMODAL,50.0,38.19444444444444,5.555555555555555,95.83333333333334,46.18055555555556,50.34722222222222,78,90,78,12,70.0,INTERMODALIDAD_MEDIA,16
85,1,23,38,74,0,2,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,117.13803811563497,48.38310269993618,23.55493157760051,0.00981404958677686,0.45859974178108265,0.19955424691458712,0.4,1,0,0,0.3398662740743761,31.19,SOPORTE_FISICO_BAJO,60,MONOMODAL,50.0,34.02777777777778,45.13888888888889,69.44444444444444,46.18055555555556,50.34722222222222,79,96,79,17,70.0,INTERMODALIDAD_MEDIA,16
56,1,1,3,11,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,5.092958178940651,3.819718634205488,3.5014087480216975,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,51.388888888888886,70.83333333333334,23.26388888888889,46.18055555555556,50.34722222222222,80,71,80,9,33.0,INTERMODALIDAD_BAJA,138
87,1,12,20,30,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FLUVIAL,2,0,0,1,1,0,61.11549814728781,25.464790894703256,9.549296585513721,0.005165289256198347,0.3852407435141075,0.0,0.2,0,0,0,0.13999999999999999,18.56,SOPORTE_FISICO_MUY_BAJO,119,MONOMODAL,50.0,33.33333333333333,43.05555555555556,69.44444444444444,46.18055555555556,50.34722222222222,81,97,81,16,40.0,INTERMODALIDAD_BAJA,115
59,1,41,49,61,1,1,1,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,208.8112853365667,62.38873769202297,19.416903057211233,0.01265495867768595,0.48796223344540923,0.12590471182995822,0.4,1,0,0,0.3177714135489874,30.42,SOPORTE_FISICO_BAJO,64,MONOMODAL,50.0,50.0,68.75,23.26388888888889,46.18055555555556,50.34722222222222,82,73,82,9,70.0,INTERMODALIDAD_MEDIA,16
89,1,4,5,10,0,1,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,20.371832715762604,6.366197723675814,3.183098861837907,0.0012913223140495868,0.23483860732538517,0.12590471182995822,0.4,1,0,0,0.3177714135489874,21.39,SOPORTE_FISICO_BAJO,106,MONOMODAL,50.0,31.944444444444443,40.97222222222222,69.44444444444444,46.18055555555556,50.34722222222222,83,99,83,16,65.0,INTERMODALIDAD_MEDIA,104
60,1,7,11,17,2,2,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,14.00563499208679,5.411268065124442,0.002840909090909091,0.3185149047398846,0.19955424691458712,0.4,1,0,0,0.3398662740743761,26.18,SOPORTE_FISICO_BAJO,87,MONOMODAL,50.0,49.30555555555556,67.36111111111111,23.26388888888889,46.18055555555556,50.34722222222222,84,74,84,10,70.0,INTERMODALIDAD_MEDIA,16
118,2,25,51,91,0,1,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,127.32395447351627,64.9352167814933,28.966199642724952,0.013171487603305785,0.49259414321024025,0.12590471182995822,0.4,1,0,0,0.3177714135489874,30.59,SOPORTE_FISICO_BAJO,63,MONOMODAL,50.0,43.05555555555556,18.055555555555554,69.44444444444444,46.18055555555556,50.34722222222222,85,83,85,2,70.0,INTERMODALIDAD_MEDIA,16
110,2,8,10,27,1,1,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,40.74366543152521,12.732395447351628,8.594366926962348,0.0025826446280991736,0.30808740138835516,0.12590471182995822,0.4,1,0,0,0.3177714135489874,23.97,SOPORTE_FISICO_BAJO,99,MONOMODAL,50.0,42.36111111111111,17.36111111111111,69.44444444444444,46.18055555555556,50.34722222222222,86,84,86,2,70.0,INTERMODALIDAD_MEDIA,16
62,1,1,5,11,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,5.092958178940651,6.366197723675814,3.5014087480216975,0.0012913223140495868,0.23483860732538517,0.0,0.2,0,0,0,0.13999999999999999,13.24,SOPORTE_FISICO_MUY_BAJO,135,MONOMODAL,50.0,47.91666666666667,64.58333333333334,23.26388888888889,46.18055555555556,50.34722222222222,87,76,87,11,35.0,INTERMODALIDAD_BAJA,135
94,1,31,46,106,5,7,19,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|FLUVIAL|TRANVIA,4,1,0,1,1,1,157.88170354716019,58.569019057817485,33.74084793548181,0.011880165289256199,0.4806532324681198,0.3777141354898746,0.6,1,0,0,0.5333142406469623,41.44,SOPORTE_FISICO_MEDIO,14,MONOMODAL,50.0,29.166666666666668,38.19444444444444,69.44444444444444,46.18055555555556,50.34722222222222,88,103,88,15,85.0,INTERMODALIDAD_MUY_ALTA,3
66,1,6,10,25,2,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,12.732395447351628,7.957747154594767,0.0025826446280991736,0.30808740138835516,0.19955424691458712,0.4,1,0,0,0.3398662740743761,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,46.52777777777778,62.5,23.26388888888889,46.18055555555556,50.34722222222222,89,78,89,11,70.0,INTERMODALIDAD_MEDIA,16
97,1,20,34,92,0,0,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS|TRANVIA,2,0,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,101.85916357881302,43.29014452099553,29.284509528908742,0.00878099173553719,0.4457992744134685,0.0,0.4,0,0,0,0.27999999999999997,25.73,SOPORTE_FISICO_BAJO,94,MONOMODAL,50.0,27.77777777777778,36.80555555555556,69.44444444444444,46.18055555555556,50.34722222222222,90,105,90,15,65.0,INTERMODALIDAD_MEDIA,104
99,1,287,357,376,2,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,1461.6789973559669,454.5465174704531,119.6845172051053,0.0922004132231405,0.7198972562974655,0.25180942365991643,0.4,1,0,0,0.3555428270979749,42.87,SOPORTE_FISICO_MEDIO,10,MONOMODAL,50.0,27.083333333333332,35.41666666666667,69.44444444444444,46.18055555555556,50.34722222222222,91,106,91,15,70.0,INTERMODALIDAD_MEDIA,16
128,2,33,41,68,1,2,4,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,168.06761990504148,52.202821334141674,21.645072260497766,0.010588842975206611,0.4673614186927018,0.19955424691458712,0.4,1,0,0,0.3398662740743761,31.51,SOPORTE_FISICO_BAJO,57,MONOMODAL,50.0,39.58333333333333,8.333333333333332,69.44444444444444,46.18055555555556,50.34722222222222,92,88,92,4,70.0,INTERMODALIDAD_MEDIA,16
124,2,7,11,17,1,2,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,14.00563499208679,5.411268065124442,0.002840909090909091,0.3185149047398846,0.19955424691458712,0.4,1,0,0,0.3398662740743761,26.18,SOPORTE_FISICO_BAJO,87,MONOMODAL,50.0,38.88888888888889,6.944444444444445,69.44444444444444,46.18055555555556,50.34722222222222,93,89,93,4,70.0,INTERMODALIDAD_MEDIA,16
102,1,8,11,22,0,0,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,40.74366543152521,14.00563499208679,7.002817496043395,0.002840909090909091,0.3185149047398846,0.0,0.2,0,0,0,0.13999999999999999,16.19,SOPORTE_FISICO_MUY_BAJO,127,MONOMODAL,50.0,25.0,32.63888888888889,69.44444444444444,46.18055555555556,50.34722222222222,94,109,94,15,40.0,INTERMODALIDAD_BAJA,115
